seed,run_id,run_dir,test_f1@0.5,test_acc@0.5,test_fp@0.5,test_fn@0.5,slang_tn@0.5,slang_fp@0.5,slang_accuracy@0.5
42,seed-42,models/detect/latest/mistral_zeroshot/seed-42,0.6597131681877445,0.694021101992966,194,67,33,17,0.66
